201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering HS SC Gender-Neutral 141941 158599
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering HS SC Female-only 149145 149145
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering HS ST Gender-Neutral 152101 152101
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering OS OBC-NCL Gender-Neutral 23418 26282
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering OS OBC-NCL Female-only 42503 42503
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering OS GEN-EWS Gender-Neutral 22671 23799
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering OS GEN-EWS Female-only 43631 43631
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering OS OPEN Gender-Neutral 15360 18516
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering OS OPEN Female-only 27303 28671
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering OS OPEN(PwD) Gender-Neutral 440425 440425
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering OS SC Gender-Neutral 79847 87447
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering OS SC Female-only 109803 109803
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4111 Electrical Engineering OS ST Gender-Neutral 119359 138334
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering AI ST Gender-Neutral 114269 142055
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering AI ST Female-only 161851 161851
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering HS OBC-NCL Gender-Neutral 46660 86870
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering HS OBC-NCL Female-only 49178 68038
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering HS GEN-EWS Gender-Neutral 31308 40585
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering HS GEN-EWS Female-only 76118 76118
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering HS OPEN Gender-Neutral 13856 18724
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering HS OPEN Female-only 26059 31645
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering HS OPEN(PwD) Gender-Neutral 371851 371851
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering HS SC Gender-Neutral 83463 132520
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering HS SC Female-only 117920 117920
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS OBC-NCL Gender-Neutral 16084 22354
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS OBC-NCL Female-only 35412 38032
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS OBC-NCL(PwD) Gender-Neutral 748501 748501
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS GEN-EWS Gender-Neutral 17337 19212
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS GEN-EWS Female-only 29018 29018
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS OPEN Gender-Neutral 9380 15663
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS OPEN Female-only 18750 21721
